song_id,歌名,别名,作者,来源,本家,收录方式,更新时间,真实作者
140001,雨霖铃,,Alan Mackin,Orzmic,,,2021/2/21,
140002,Cryheart,,RAI&小夜,Orzmic,,,2021/2/21,"['RAI', '小夜']"
140003,Bailar,,igoo2u,Orzmic,,,2021/2/21,
140004,Tales of Ginkgo,,Zris,Orzmic,,,2021/2/21,
140005,BZenith,,xh白女士hx,Orzmic,Orzmic,,2021/2/21,
140006,Apocalypse Seed,,Knightmare0,Orzmic,,,2021/2/21,
140007,Brain Crash,,rider,Orzmic,Orzmic,,2021/9/29,
140008,UNTITLED,,SaMZIng / TSAR,Orzmic,,,2021/2/21,"['SaMZIng', 'TSAR']"
140009,Emotional Confusion,,SamaR3N w/ Koto Spirit,Orzmic,,,2021/2/21,"['SamaR3N w', 'Koto Spirit']"
140010,Chartreuse Green,,t+pazolite,Orzmic,,,2021/2/21,
140011,BiBiC Heart,,MYUKKE.,Orzmic,Orzmic,,2021/2/21,
140012,"SCHADEN ~Schubert: Erlkönig, D.328~",,CaraCORE,Orzmic,Orzmic,,2021/2/21,
140013,Spark!e,,Aoi,Orzmic,,,2021/2/21,
140014,Angel Wing,,uma,Orzmic,,,2021/2/21,
140015,ill city (Orzmic Edit),,DySkyLan & VAlzpary,Orzmic,Orzmic,,2021/2/21,"['DySkyLan', 'VAlzpary']"
140016,Star Fall in Evernight City,,Reku Mochizuki,Orzmic,Orzmic,,2021/6/18,
140017,rvp7vre,,Halv,Orzmic,Orzmic,,2021/9/29,
140018,Skyscrapers Stage,,EBIMAYO,Orzmic,Orzmic,,2021/9/29,
140019,Forgotten Emotions,,影虎。,Orzmic,Orzmic,,2021/9/29,
140020,Singularity,,Jun Kuroda,Orzmic,Orzmic,,2022/3/4,
140021,Iridescent Gazer,,polysha,Orzmic,Orzmic,,2022/3/4,
140022,proto:messiah,,かゆき,Orzmic,Orzmic,,2022/3/4,
140023,Enchanted,,ARForest,Orzmic,Orzmic,,2022/3/4,
140024,Fiend Demme,,"Delaina as ""ZxNX""",Orzmic,Orzmic,,2022/3/4,['ZxNX']
140025,Freedom Wing,,HyuN,Orzmic,Orzmic,,2022/10/1,
140026,Haerkzs,,NceS,Orzmic,Orzmic,,2022/10/1,
140027,Falsely,,Fuuryn.G vs AiSS ft. Sepia,Orzmic,Orzmic,,2022/10/1,"['AiSS', 'Fuuryn.G']"
140028,FORRBIDDEN MAGICKA,,Akira Complex vs. kiraku,Orzmic,Orzmic,,2022/10/1,"['kiraku', 'Akira Complex']"
140029,Saintelmo,,Aoi,Orzmic,Orzmic,,2022/10/1,
140030,Target▲Zero,,WyvernP,Orzmic,Orzmic,,2023/2/24,
140031,Cracked,,影虎。,Orzmic,Orzmic,,2023/2/24,
140032,Avys,,Se-U-Ra,Orzmic,Orzmic,,2023/2/24,
140033,GRAVITY ZOИE,,seatrus,Orzmic,Orzmic,,2023/2/24,
140034,Dead Angel,,D_AAN,Orzmic,Orzmic,,2023/2/24,
140035,Tactics-Exhaustive,,shadow_bling,Orzmic,Orzmic,,2023/12/22,
140036,心機一轉[白],,Pica,Orzmic,Orzmic,,2023/12/22,
140037,Qualia,,RyouRyou,Orzmic,Orzmic,,2023/12/22,
140038,Among Wolves,,Iris,Orzmic,Orzmic,,2023/12/22,
140039,エセ交響詩[若き白の女王],,rN,Orzmic,Orzmic,,2023/12/22,
140040,Forbidden Area,,ADA,Orzmic,Orzmic,,2024/1/13,
140041,つーく・つわんく,,WABI,Orzmic,Orzmic,,2024/1/13,
140042,Orphe,,Avans,Orzmic,Orzmic,,2024/1/13,
140043,Forget Me Not,,Arch,Orzmic,Orzmic,,2024/1/13,
140044,The Last Flower,,Hagali feat.国土佳音,Orzmic,Orzmic,,2024/1/13,['Hagali']
140045,Aleph-0,,LeaF,Orzmic,,,2021/2/21,
140046,conflict,,Siromaru + Cranky,Orzmic,,,2021/2/21,"['Siromaru', 'Cranky']"
140047,Mandragora,,Columba (Daily vs Roon_kun),Orzmic,,,2021/2/21,"['Daily天利', 'Roon_kun']"
140048,PUPA,,モリモリあつし,Orzmic,,,2021/2/21,
140049,Access Granted,,LUNARiUM,Orzmic,,,2022/4/30,
140050,TSUSURVIVORGAMUSH,,Family Farce,Orzmic,,,2022/4/30,
140051,Access Denied,,Knighthood,Orzmic,,,2022/4/30,
140052,DataErr0r,,Cosmograph,Orzmic,,,2021/4/11,
140053,Äventyr,,Rigël Theatre,Orzmic,,,2021/4/11,
140054,Firefly City,,EBIMAYO,Orzmic,,,2021/4/11,
140055,Originally,,SNKS & Mizku,Orzmic,,,2021/4/11,"['SNKS', 'Mizku']"
140056,The Last Page,,ARForest,Orzmic,,,2021/4/11,
140057,Vanishing Glimmer,,Tetrajectory,Orzmic,,,2022/6/2,
140058,CROSS†OVER,,HyuN feat. LyuU,Orzmic,,,2022/6/2,"['HyuN', 'LyuU']"
140059,斷劍の獄,,Rayson,Orzmic,,,2022/6/2,
140060,Psalms～魂の還るばしょ～,,qfeileadh &レゾナンスもえこ,Orzmic,,,2021/6/18,"['qfeileadh', 'レゾナンスもえこ']"
140061,Headache,,NceS,Orzmic,Orzmic,,2021/6/18,
140062,OTTAMA GAZER,,MYUKKE.,Orzmic,,,2021/2/21,
140063,Asphodel Meadow,,The Doll Reaper vs. Knighthood,Orzmic,Orzmic,,2021/6/18,"['The Doll Reaper', 'Knighthood']"
140064,Chapters,,Sephid,Orzmic,Orzmic,,2021/6/18,
140065,写儀の少女Lix,,Se-U-Ra,Orzmic,,,2021/6/18,
140066,BLVNK VIP,,Spyro Kong,Orzmic,Orzmic,,2021/6/18,
140067,R.I.P.,,eicateve,Orzmic,,,2021/6/18,
140068,Nhelv,,Silentroom,Orzmic,,,2022/12/12,
140069,Human Observer,,rmk,Orzmic,,,2022/12/12,
140070,NightTheater,,わかどり,Orzmic,,,2022/12/12,
140071,銀世界にひとり,,後藤feat. nayuta,Orzmic,,,2022/12/12,['後藤']
140072,Rainbow,,ああああ,Orzmic,,,2022/12/12,
140073,Kirakira Noel Story!!,,Reku Mochizuki,Orzmic,,,2024/12/25,
140074,Mahika,,The Musical Ghost,Orzmic,,,2024/12/25,
140075,Hauynite,,RYOQUCHA & CS4W,Orzmic,,,2024/12/25,"['RYOQUCHA', 'CS4W']"
140076,recall!!,,ariiol,Orzmic,,,2024/6/22,
140077,Back In The Days,,Ardolf,Orzmic,,,2024/6/22,
140078,Elegy for the betrayed,,tn-shi,Orzmic,Orzmic,,2024/6/22,
140079,Talc,,Knighthood,Orzmic,Orzmic,,2024/6/22,
140080,Savant,,Kry.exe,Orzmic,Orzmic,,2024/6/22,
140081,City of Ashes,,RAI,Orzmic,Orzmic,,2021/7/15,
140082,夢色,,RAI,Orzmic,Orzmic,,2021/7/15,
140083,遗世之地,,RAI,Orzmic,Orzmic,,2021/7/15,
140084,Agnostic,,AiSS,Orzmic,,,2021/12/17,
140085,1 Spoon of Butter,,Solanum Tuberosum,Orzmic,,,2021/12/17,
140086,Nakunaru,,P3T,Orzmic,,,2021/12/17,
140087,Fluorescent Light,,Wooden,Orzmic,,,2023/7/28,
140088,ΗΣmolΨsis,,P3T,Orzmic,,,2023/7/28,
140089,The Everlasting Rain,,AiSS vs. Abit,Orzmic,Orzmic,,2023/7/28,['AiSS']
140090,光と色の世界,,PYKAMIA,Orzmic,,,2022/8/25,
140091,大正星空ロマンス,,PYKAMIA,Orzmic,,,2022/8/25,
140092,Colorful Subi,,PYKAMIA,Orzmic,,,2022/8/25,
140093,Crush BETA,,shadow_bling,Orzmic,,,2023/1/21,
140094,Crush Keyboard,,shadow_bling,Orzmic,,,2023/1/21,
140095,Crush Alcohol,,shadow_bling,Orzmic,,,2023/1/21,
140096,Crush Expert,,shadow_bling,Orzmic,,,2024/9/20,
140097,Flame Dark,,KIVΛ,Orzmic,,,2023/8/25,
140098,Fantasia Sonata Destiny,,PYKAMIA,Orzmic,,,2023/8/25,
140099,Hello Halloween,,PYKAMIA vs 3R2,Orzmic,,,2023/8/25,"['3R2', 'PYKAMIA']"
140100,Infinite Dreamtale,,Luna Asuka,Orzmic,镜之塔,,2023/9/22,
140101,恶修女——永火熔铸,,负离子SYNTHETIC feat. 黑泽诺亚NOIR,Orzmic,,,2024/8/16,['负离子SYNTHETIC']
140102,甜涩之梦,,YUC'e feat. 早稻叽,Orzmic,,,2024/8/16,"[""YUC'e""]"
140103,SONIC SURGE,,TSAR feat. aran,Orzmic,,,2024/8/16,"['TSAR', 'aran']"
140104,繁焰明空-Fireworks-,,EndCat-终猫 vs.ハリネズミ頭の大魔王,Orzmic,,,2024/9/20,"['EndCat-终猫', 'ハリネズミ頭の大魔王']"
140105,旷野江清,,AiSS,Orzmic,,,2024/9/20,
140106,somebody,,Ucixyel,Orzmic,,,2024/10/19,
140107,When The Light Flows,,Bob Hou#KITSUNE,Orzmic,,,2024/10/19,
140108,cybernetic blazar,,ああああ,Orzmic,Milthm x Notanote,,2024/10/19,
140109,Helical Eye,,VeetaCrush,Orzmic,Dance Cube,,2022/12/31,
140110,Final Code-7,,Roon_kun,Orzmic,Dance Cube,,2022/12/31,
140111,嫦娥奔月 -Lunar Paradoxx-,,Kaori<Master/B3>Aizawa,Orzmic,Dance Cube,,2022/12/31,
140112,Syrinx,,Project Myth,Orzmic,Dance Cube,,2022/12/31,
140113,Artificial Intelligence,,street,Orzmic,MUSYNC,,2023/6/21,
140114,Platina,,MEMME,Orzmic,MUSYNC,,2023/6/21,
140115,Altros,,ARForest,Orzmic,MUSYNC,,2023/6/21,
140116,Spy-DR,,ZxNX,Orzmic,SparkLine,,2023/11/18,
140117,Into the Depths,,ruha,Orzmic,SparkLine,,2023/11/18,
140118,pulsar,,satie,Orzmic,SparkLine,,2023/11/18,
140119,Dream goes on,,Tiny Minim,Orzmic,Lanota,,2024/3/8,
140120,Weg,,yourmythos,Orzmic,Lanota,,2024/3/8,
140121,Horizon Blue,,Nothing But Requiem ft.Aikapin & Chiyoko,Orzmic,Lanota,,2024/3/8,['Nothing But Requiem']
140122,Frey's Philosophy,,Powerless,Orzmic,Lanota,,2024/3/8,
140123,Wolves Standing Towards Enemies,,Camellia(EDP),Orzmic,Lanota,,2024/3/8,['かめりあ']
140124,Era Breath,,MYUKKE.,Orzmic,Orzmic,,2021/9/29,
140125,Eligos,,Team Grimoire,Orzmic,Orzmic,,2021/9/29,
140126,Splatter Doll,,モリモリあつし,Orzmic,,,2022/3/4,
140127,Gamol Hundgēar,,Human Servant,Orzmic,Orzmic,,2022/10/1,
140128,Le Porteur d'Ombre,,黒皇帝feat. AKA,Orzmic,Orzmic,,2023/2/24,['黒皇帝']
140129,VorpΛlize,,Reku Mochizuki,Orzmic,Orzmic,,2023/12/22,
140130,十拳剣,,5KiLOBYTE vs. Raphiiel,Orzmic,Orzmic,,2024/1/13,"['Raphiiel', '5KiLOBYTE']"
140131,Beach at Dusk,,NceS,Orzmic,Orzmic,,2021/2/21,
140132,UИOHЯ1Λ: Seventh Syberia Strike,,Orzmic Sound Team,Orzmic,Orzmic,,2021/2/21,
140133,Przepływświatła,,RAI,Orzmic,Orzmic,,2021/2/21,
140134,Last Promise,,WilsEnder,Orzmic,,,2021/3/7,
140135,Coming Down,,NceS,Orzmic,,,2021/3/7,
140136,Replacer,,CPSQUQI & All_Life_X,Orzmic,,,2021/3/7,"['All_Life_X', 'CPSQUQI']"
140137,On And On!!,,ETIA. feat. Jenga,Orzmic,,,2021/3/7,['ETIA.']
140138,Myth(vip),,rmk,Orzmic,,,2021/5/1,
140139,Hardcore Ravers,,DJ ZED,Orzmic,,,2021/5/1,
140140,Lights in the Painting,,DayStars,Orzmic,,,2021/5/1,
140141,告白・告別,,Greetea feat.ninnikuu,Orzmic,,,2021/5/20,"['Greetea', 'ninnikuu']"
140142,Break Through Myself feat.Risa Yuzuki,,DJ Myosuke & Laur,Orzmic,,,2021/6/3,"['DJ Myosuke', 'Laur']"
140143,Finale Destination,,takehirotei ft. Finite Limit,Orzmic,Orzmic,,2021/7/16,"['Finite Limit', 'takehirotei']"
140144,Imperishable Moon,,Daystars,Orzmic,,,2021/8/22,
140145,un secret,,モリモリあつし,Orzmic,,,2021/10/29,
140146,Dainsleif,,ETIA.,Orzmic,,,2021/10/29,
140147,Final Hope,,Riya,Orzmic,,,2021/10/29,
140148,c.s.q.n.,,Aoi,Orzmic,,,2021/10/29,
140149,Snow Dance,,悠叶いのり,Orzmic,,,2022/1/7,
140150,Requiem Cataclysm,,5KiLOBYTE & Raphiiel,Orzmic,Orzmic,,2022/3/4,"['Raphiiel', '5KiLOBYTE']"
140151,目が覚めた時,,Gasai_Tomoya / TAOTIE,Orzmic,,,2022/6/24,"['TAOTIE', 'Gasai_Tomoya']"
140152,Pullin' Me Down (To The 90's Groove),,90's佑木いずみ,Orzmic,,,2022/6/24,['佑木いずみ']
140153,bring me to life,,repellentic,Orzmic,Orzmic,,2022/6/24,
140154,Escape,,All_Life-X&MXTC,Orzmic,,,2022/7/29,"['All_Life-X', 'MXTC']"
140155,Echoes of the Night,,PYKAMIA,Orzmic,,,2022/7/29,
140156,星相运轨-The End of Time-,,EndCat-终猫,Orzmic,,,2022/7/29,
140157,Be With Me,,PoppoOVO,Orzmic,,,2022/7/29,
140158,核心共振,,烈风,Orzmic,,,2022/9/16,
140159,Treflux,,RAI,Orzmic,Orzmic,,2022/11/11,
140160,First Date (feat. Ei),,DJ Zed & Darren,Orzmic,Orzmic,,2022/11/11,"['DJ Zed', 'Darren']"
140161,iΓ-f ǝRric,,Shanom,Orzmic,,,2022/11/11,
140162,Give It To Me,,OutLogic,Orzmic,,,2023/1/21,
140163,Bad Gateway,,DeBisco,Orzmic,,,2023/4/7,
140164,怪逢,,Night Yard,Orzmic,Orzmic,,2023/4/7,
140165,EulcRa,,Raphiiel,Orzmic,,,2023/4/7,
140166,FurukuNeon,,INBOX WG,Orzmic,,,2023/5/19,
140167,衝天のグラディウス,,RyouRyou,Orzmic,Orzmic,,2023/5/19,
140168,Revelation,,tn-shi,Orzmic,,,2023/5/19,
140169,INFiNiTE ENERZY -Overdoze-,,Reku Mochizuki,Orzmic,,,2023/5/19,
140170,Eternal Sunshine,,Essbee,Orzmic,Orzmic,,2023/5/19,
140171,OiL-CAD-OiL,,MYUKKE.,Orzmic,,,2024/3/31,
140172,Glamorous,,Axya,Orzmic,,,2024/8/16,
140173,STARDUST,,Riya,Orzmic,Orzmic,,2024/8/16,
140174,Omega,,SNKS & Mizku,Orzmic,Orzmic,,2024/8/16,"['SNKS', 'Mizku']"
140175,TAPE ERROR - 41,,shadow_bling,Orzmic,Orzmic,,2025/3/28,
140176,Fracture Temporelle,,黑皇帝,Orzmic,,,2021/4/1,
140177,Candy Bomb!!,,NoraKz,Orzmic,,,2021/4/1,
140178,OPERATION BLADE,,OZMIC SONIC FORCE,Orzmic,Orzmic,,2021/4/1,
140179,Acht Streiks,,Human Servant,Orzmic,Orzmic,,2022/4/1,
140180,Hea Dac He,,NceS,Orzmic,,,2022/4/1,
140181,星相运轨-The Fake of Endcat-(Badcore Mix),,Endcat-终猫,Orzmic,Orzmic,,2023/4/1,
140182,终暮~核磁共振+(SuperBadcore-VeryBad REMIX),,EndCat-终猫 vs StartDoge-始犬 vs 终焉机器=/=恶磁木亥,Orzmic,Orzmic,,2024/4/1,['EndCat-终猫']
140183,永雨妈妈。人生是旷野江清-(notBadcore MIX),,StartDoge-始犬 vs RUFUKI,Orzmic,Orzmic,,2025/3/28,['EndCat-终猫']
140184,NO x,,Juggernaut.,Orzmic,,,2026/3/31,['EndCat-终猫']
140185,Collapse,,CS4W,Orzmic,,,2026/3/31,
140186,×RapieR×,,隣の庭は青い（庭師+Aoi）,Orzmic,,,2026/3/31,"['庭師', 'Aoi']"
140187,Velkradia,,Connexio,Orzmic,,,2025/12/28,
140188,Recollection,,qfeileadh feat. Risa Kodaka,Orzmic,SparkLine,,2025/8/15,"['qfeileadh', 'Risa?Kodaka']"
140189,Psychic,,Kaede?Hiyama,Orzmic,SparkLine,,2025/8/15,
140190,JACKPOT's?Dreamer,,打打だいず,Orzmic,SparkLine,,2025/8/15,
140191,Aiknown,,Se-U-Ra,Orzmic,SparkLine,,2025/8/15,
140192,Fantasia Sonata Stars,,PYKAMIA,Orzmic,,,2025/7/25,
140193,Fantasia Sonata God Dance,,PYKAMIA vs. Sakuzyo,Orzmic,,,2025/7/25,"['Sakuzyo', 'PYKAMIA']"
140194,Fantasia Sonata Hope,,PYKAMIA vs. Reku Mochizuki,Orzmic,,,2025/7/25,"['Reku Mochizuki', 'PYKAMIA']"
140195,Hypothesis,,Sephid,Orzmic,GTS,,2025/3/28,
140196,坠光の都市より,,DJ Raisei,Orzmic,GTS,,2025/3/28,
140197,TremENDouS,,Camellia,Orzmic,GTS,,2025/3/28,
140198,JUDGE UP DOWN,,KAH,Orzmic,GTS,,2025/5/30,
140199,AbsoluTe disoRdeR,,Acute Disarray,Orzmic,GTS,,2025/5/30,
140200,苦しくて、切なくて,,ShrimpCats.（はぁち×后藤凉辅）,Orzmic,Orzmic,,2025/2/21,"['はぁち', '后藤凉辅']"
140201,enclosed,,Spyro Kong,Orzmic,Orzmic,,2025/2/21,
140202,La Fée Sonnette,,Rigël Theatre,Orzmic,Orzmic,,2025/2/21,
140203,Memories in Toybox,,梅干茶渍け,Orzmic,Orzmic,,2025/2/21,
140204,Greeting into Abysschaos,,Raimukun,Orzmic,Orzmic,,2025/2/21,
140205,Sphalerite,,RYOQUCHA & CS4W,Orzmic,Orzmic,,2025/2/21,"['RYOQUCHA', 'CS4W']"
140206,アルデバランの理想乡,,Now Field,Orzmic,Orzmic,,2025/2/21,
120001,Class Memories,,Antistar/Ctymax,Paradigm: Reboot,,,2022/12/8,
120002,Winter ↑cube↓,,Ctymax feat. NceS,Paradigm: Reboot,,,2022/12/8,"['Ctymax', 'NceS']"
120003,Cipher : /2&//<|0,,Tetrajectory feat. Ctymax,Paradigm: Reboot,,,2022/12/8,"['Tetrajectory', 'Ctymax']"
120004,Vault of Sky,,神尾光临,Paradigm: Reboot,,,2022/12/8,
120005,Burn,,NceS,Paradigm: Reboot,,,2022/12/8,
120006,Cereris,,SunsetRay vs. NceS,Paradigm: Reboot,,,2022/12/8,"['SunsetRay', 'NceS']"
120007,VEZZELiX,,Reku Mochizuki,Paradigm: Reboot,,,2022/12/8,
120008,キミとボクへの葬送歌,,ROKINA,Paradigm: Reboot,,,2022/12/8,
120009,Etude -Sunset-,,Polymath9,Paradigm: Reboot,,,2022/12/8,
120010,Pulsar,,Daison,Paradigm: Reboot,,,2022/12/8,
120011,Chronostasis,,黒皇帝,Paradigm: Reboot,,,2022/12/8,
120012,Cross†Ray,,HyuN feat. 月下Lia,Paradigm: Reboot,,,2023/6/28,"['HyuN', '月下Lia']"
120013,Anökumene,,Jun Kuroda,Paradigm: Reboot,,,2023/6/28,
120014,c.s.q.n.,,Aoi,Paradigm: Reboot,,,2023/6/28,
120015,Selenotaxis,,Est,Paradigm: Reboot,,,2023/9/28,
120016,Re：End of a Dream,,uma vs. モリモリあつし,Paradigm: Reboot,,,2023/9/28,"['uma', 'モリモリあつし']"
120017,EVERYTHING,,Tatsh feat. 小田ユウ,Paradigm: Reboot,,,2023/12/8,"['Tatsh', '小田ユウ']"
120018,Destr0yer,,削除 feat. Nikki Simmons,Paradigm: Reboot,,,2023/12/8,"['削除', 'Nikki Simmons']"
120019,CO5M1C R4ILR0AD,,kanone,Paradigm: Reboot,,,2024/3/25,
120020,Grin,,HyuN,Paradigm: Reboot,,,2024/4/19,
120021,Life is PIANO,,Junk,Paradigm: Reboot,,,2024/5/17,
120022,Permutation,,Prower,Paradigm: Reboot,,,2024/5/17,
120023,NightTheater,,わかどり,Paradigm: Reboot,,,2024/7/5,
120024,WHIRLWIND,,Linne × SCTL,Paradigm: Reboot,,,2024/7/5,"['Linne', 'SCTL']"
120025,Cross†Soul,,HyuN feat. Syepias,Paradigm: Reboot,,,2024/7/5,"['HyuN', 'Syepias']"
120026,夢/あるいは在りし日の,,Nego_tiator,Paradigm: Reboot,,,2024/9/13,
120027,Aleph-0,,LeaF,Paradigm: Reboot,,,2024/9/13,
120028,Halcyon,,xi,Paradigm: Reboot,,,2024/9/13,
120029,DataErr0r,,Cosmograph,Paradigm: Reboot,,,2024/9/13,
120030,Traveler ~Stand Aloof~,,Se-U-Ra,Paradigm: Reboot,,,2024/9/13,
120031,Pourqaa,,Sound Piercer,Paradigm: Reboot,,,2024/12/6,
120032,olvido,,ADA feat. AKA,Paradigm: Reboot,,,2024/12/6,"['ADA', 'AKA']"
120033,Sense,,BilliumMoto × Slientroom,Paradigm: Reboot,,,2025/1/28,"['BilliumMoto', 'Slientroom']"
120034,驟雨の狭間,,Slientroom,Paradigm: Reboot,,,2025/1/28,
120035,Äventyr,,Grand Thaw / Rigël Theatre,Paradigm: Reboot,,,2025/8/8,
120036,Random,,Sobrem × Silentroom,Paradigm: Reboot,,,2025/8/8,"['Sobrem', 'Silentroom']"
120037,GOODWORLD,,EBIMAYO,Paradigm: Reboot,,,2025/8/8,
120038,End Time,,Cres.,Paradigm: Reboot,,,2025/8/8,
120039,Road to Starlightz feat. ninnikuu,,Normal1zer,Paradigm: Reboot,,,2025/8/22,
120040,Don't Blink,,Valtrax,Paradigm: Reboot,,,2025/8/22,
120041,Save And Continue,,Liq_mmry,Paradigm: Reboot,,,2022/12/8,
120042,Yorixiro,,Reku Mochizuki,Paradigm: Reboot,,,2022/12/8,
120043,Can't it be true,,Zris feat.Kri,Paradigm: Reboot,,,2023/1/4,"['Zris', 'Kri']"
120044,Black：Magnam,,adaptor,Paradigm: Reboot,,,2023/3/3,
120045,Psyched Fevereiro,,t+pazolite,Paradigm: Reboot,,,2023/4/10,
120046,Chartreuse Green,,t+pazolite,Paradigm: Reboot,,,2023/4/10,
120047,Dogbite,,t+pazolite,Paradigm: Reboot,,,2023/4/10,
120048,BPM=RT,,t+pazolite,Paradigm: Reboot,,,2023/4/10,
120049,Inner Norm,,Zris,Paradigm: Reboot,,,2023/4/10,
120050,Rrhar'il,,Team Grimoire,Paradigm: Reboot,,,2023/4/10,
120051,REDASH,,Lax1u57,Paradigm: Reboot,,,2023/9/28,
120052,OMG,,Halv,Paradigm: Reboot,,,2023/10/27,
120053,Oriens,,ginkiha,Paradigm: Reboot,,,2023/11/10,
120054,Houkago OVERDRIVE!!!!!,,Rukadesu,Paradigm: Reboot,,,2023/11/24,
120055,Paradigm Shift,,モリモリあつし,Paradigm: Reboot,,,2023/12/8,
120056,Fading Star,,ginkiha,Paradigm: Reboot,,,2023/12/22,
120057,アイム·マイヒーロー,,Ino(chronoize) feat. 柳瀬マサキ,Paradigm: Reboot,,,2024/1/12,
120058,Let you DIVE!,,HARDCORE TANO*C & エリザベス（CV:大西沙織）,Paradigm: Reboot,,,2024/2/9,
120059,Ouvertüre,,USAO & DJ Genki feat. ルーン(CV:河瀬茉希),Paradigm: Reboot,,,2024/2/9,
120060,ドラスティックジェネレイト (feat. mami),,lapix,Paradigm: Reboot,,,2024/6/9,
120061,Don't Hurt Me,,litmus* ft. Risa Yuzuki,Paradigm: Reboot,,,2024/6/9,"['litmus*', 'Risa Yuzuki']"
120062,PUPA,,モリモリあつし,Paradigm: Reboot,,,2024/10/25,
120063,PUPA (uma Remix),,モリモリあつし Remixed by uma,Paradigm: Reboot,,,2024/10/25,
120064,PUPA (GRG REMIX),,モリモリあつし Remixed by ガリガリさむし,Paradigm: Reboot,,,2024/10/25,
120065,Spell of chaoS,,Halv,Paradigm: Reboot,,,2024/10/25,
120066,Orfevre,,SHIKI,Paradigm: Reboot,,,2024/12/6,
120067,Kirakira Noel Story!!,,Reku Mochizuki,Paradigm: Reboot,,,2024/12/27,
120068,elegante,,Junk,Paradigm: Reboot,,,2025/2/14,
120069,with U,,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),Paradigm: Reboot,,,2025/3/14,
120070,Re:Time-Leap at Saturday 10:00 PM,,litmus*,Paradigm: Reboot,,,2025/4/18,
120071,Emancipator,,Junk,Paradigm: Reboot,,,2025/6/6,
120072,INFINITE HYPERDRIVE,,Srav3R & Kobaryo,Paradigm: Reboot,,,2025/6/6,"['Srav3R', 'Kobaryo']"
120073,IGNITE,,USAO & Massive New Krew,Paradigm: Reboot,,,2025/8/8,"['USAO', 'Massive New Krew']"
120074,名無しの宣教師,,MIssionary,Paradigm: Reboot,,,2025/9/12,
120075,BATTLE NO.1,,TANO*C Sound Team,Paradigm: Reboot,,,2025/11/7,
120076,Prayer from the Crystallized World,,Halv,Paradigm: Reboot,,,2026/2/13,
120077,WORLDCALL,,Blacklolita,Paradigm: Reboot,,,2024/2/9,
120078,conflict,,siromaru + cranky,Paradigm: Reboot,,,2024/2/9,"['siromaru', 'cranky']"
120079,Kronos,,削除,Paradigm: Reboot,,,2024/2/9,
120080,MilK,,モリモリあつし,Paradigm: Reboot,,,2024/2/9,
120081,Avantgarde,,Raimukun,Paradigm: Reboot,,,2024/2/9,
120082,Damped Fall,,Supa7onyz,Paradigm: Reboot,,,2024/12/6,
120083,祈雨の菖蒲,,Nego_tiator,Paradigm: Reboot,,,2024/12/6,
120084,Akasagarbha -reincarnate-,,wa. vs ETIA.,Paradigm: Reboot,,,2024/12/6,"['wa.', 'ETIA.']"
120085,浮世絵横丁,,魔界都市ニイガタ (黄泉路テヂーモ×dawn-system×かゆき),Paradigm: Reboot,,,2024/12/6,
120086,И00.,,Se-U-Ra,Paradigm: Reboot,,,2024/12/6,
120087,今天不是明天 (feat. 兰音Reine),,PIKASONIC,Paradigm: Reboot,,,2024/2/9,
120088,爱上想象的你 (feat. 穆小冷),,KOTONOHOUSE,Paradigm: Reboot,,,2024/3/9,
120089,甜涩之梦 (feat. 早稻叽),,YUC'e,Paradigm: Reboot,,,2024/3/9,
120090,恶修女——永火熔铸 (feat. 黑泽诺亚NOIR),,负离子SYNTHETIC,Paradigm: Reboot,,,2024/3/9,
120091,Subterranean Blastoff,,Sephid,Paradigm: Reboot,,,2022/12/8,
120092,Encore,,ZxNX & Hiryur,Paradigm: Reboot,,,2022/12/8,"['ZxNX', 'Hiryur']"
120093,resoLve,,Halv,Paradigm: Reboot,,,2022/12/8,
120094,On And On!!,,ETIA. feat. Jenga,Paradigm: Reboot,,,2022/12/8,"['ETIA.', 'Jenga']"
120095,IKAROS,,ETIA. feat. Jenga,Paradigm: Reboot,,,2022/12/8,"['ETIA.', 'Jenga']"
120096,The Night City,,System[Σ],Paradigm: Reboot,,,2023/1/4,
120097,Gray：MachineGang,,adaptor,Paradigm: Reboot,,,2023/3/3,
120098,White：Revolve,,adaptor,Paradigm: Reboot,,,2023/3/3,
120099,Xenolith,,Tatsh,Paradigm: Reboot,,,2023/4/27,
120100,Grilled Cheese Burger,,UN1CODE,Paradigm: Reboot,,,2023/7/14,
120101,Divergence,,Nego_tiator,Paradigm: Reboot,,,2023/8/18,
120102,Pantomime,,Halv,Paradigm: Reboot,,,2023/8/18,
120103,Artificial Existence,,Jun kuroda,Paradigm: Reboot,,,2023/9/28,
120104,felys -final remix-,,onoken,Paradigm: Reboot,,,2023/9/28,
120105,TOT,,seatrus,Paradigm: Reboot,,,2023/10/27,
120106,Fracture Temporelle,,黒皇帝,Paradigm: Reboot,,,2023/11/10,
120107,Unpredictable Nascent Invasion,,硝酸生菜,Paradigm: Reboot,,,2023/11/24,
120108,RE; Boot,,溝口ゆうま feat. 柚木つばめ,Paradigm: Reboot,,,2023/12/8,"['溝口ゆうま', '柚木つばめ']"
120109,Midnight Fairy Tale,,しーけー,Paradigm: Reboot,,,2023/12/22,
120110,カラッポ・ノンフィクション,,Ino(chronoize) feat. 柳瀬マサキ,Paradigm: Reboot,,,2024/1/12,
